Id,Building Type,Building Function,Sex,Age,Thermal Comfort Vote,Clothing Insulation (clo),Indoor Temperature (℃),Indoor Humidity (%),Season,Outdoor Temperature (℃),Outdoor Humidity (%),Room Volume Category
285,Office,Office,Female,18-30,1.0,medium,20.2,34.0,Winter Season,20.0,50.0,1-300
286,Office,Office,Female,18-30,2.0,medium,20.1,36.0,Winter Season,20.0,50.0,1-300
287,Office,Office,Female,18-30,1.0,light,20.9,36.0,Winter Season,20.0,50.0,1-300
288,Office,Office,Female,18-30,1.0,medium,21.3,34.0,Winter Season,20.0,50.0,300-700
289,Office,Office,Female,18-30,1.0,light,21.3,34.0,Winter Season,20.0,50.0,300-700
290,Office,Office,Female,18-30,2.0,medium,21.5,36.0,Winter Season,20.0,50.0,300-700
291,Office,Office,Male,18-30,2.0,medium,21.2,33.0,Winter Season,20.0,50.0,300-700
292,Office,Office,Male,18-30,1.0,medium,21.6,37.0,Winter Season,20.0,50.0,300-700
293,Office,Office,Female,18-30,1.0,medium,21.6,37.0,Winter Season,20.0,50.0,300-700
294,Office,Office,Female,18-30,1.0,medium,21.3,36.0,Winter Season,20.0,50.0,300-700
295,Office,Office,Female,18-30,2.0,light,21.7,36.0,Winter Season,20.0,50.0,300-700
296,Office,Office,Female,18-30,1.0,medium,21.8,34.0,Winter Season,20.0,50.0,300-700
297,Office,Office,Female,18-30,2.0,medium,21.0,34.0,Winter Season,20.0,50.0,300-700
298,Office,Office,Female,18-30,1.0,light,21.3,33.0,Winter Season,20.0,50.0,300-700
299,Office,Office,Female,18-30,2.0,light,21.7,34.0,Winter Season,20.0,50.0,300-700
300,Office,Office,Male,18-30,1.0,medium,21.6,34.0,Winter Season,20.0,50.0,300-700
301,Office,Office,Male,18-30,1.0,medium,21.9,34.0,Winter Season,20.0,50.0,300-700
302,Office,Office,Female,18-30,1.0,light,22.1,34.0,Winter Season,20.0,50.0,300-700
303,Office,Office,Female,18-30,2.0,medium,22.1,34.0,Winter Season,20.0,50.0,300-700
304,Office,Office,Female,18-30,1.0,medium,21.9,33.0,Winter Season,20.0,50.0,300-700
305,Office,Office,Female,18-30,1.0,medium,21.7,33.0,Winter Season,20.0,50.0,300-700
306,Office,Office,Male,31-40,2.0,light,17.5,22.0,Winter Season,20.0,50.0,1-300
307,Office,Office,Male,18-30,1.0,medium,17.7,22.0,Winter Season,20.0,50.0,1-300
308,Office,Office,Male,18-30,2.0,medium,17.2,22.0,Winter Season,20.0,50.0,1-300
309,Office,Office,Male,31-40,2.0,medium,17.3,22.0,Winter Season,20.0,50.0,1-300
310,Office,Office,Female,18-30,2.0,medium,17.4,23.0,Winter Season,20.0,50.0,1-300
311,Office,Office,Female,18-30,2.0,medium,17.1,22.0,Winter Season,20.0,50.0,1-300
312,Office,Office,Female,18-30,1.0,light,17.6,23.0,Winter Season,20.0,50.0,1-300
313,Office,Office,Male,31-40,2.0,light,17.6,23.0,Winter Season,20.0,50.0,1-300
314,Office,Office,Male,31-40,1.0,medium,20.5,24.0,Winter Season,20.0,50.0,1-300
315,Office,Office,Male,31-40,1.0,light,21.0,24.0,Winter Season,20.0,50.0,1-300
316,Office,Office,Male,31-40,1.0,medium,20.8,24.0,Winter Season,20.0,50.0,1-300
317,Office,Office,Male,31-40,1.0,light,20.9,25.0,Winter Season,20.0,50.0,1-300
318,Office,Office,Male,31-40,1.0,medium,20.5,25.0,Winter Season,20.0,50.0,1-300
319,Office,Office,Male,31-40,1.0,light,20.3,25.0,Winter Season,20.0,50.0,1-300
320,Office,Office,Male,31-40,1.0,medium,21.1,25.0,Winter Season,20.0,50.0,1-300
321,Office,Office,Male,31-40,2.0,light,21.4,25.0,Winter Season,20.0,50.0,1-300
322,Office,Office,Male,18-30,2.0,light,25.5,28.0,Transition Season,20.0,50.0,1-300
323,Office,Office,Male,31-40,2.0,light,25.6,28.0,Transition Season,20.0,50.0,1-300
324,Office,Office,Female,18-30,1.0,light,25.5,27.0,Transition Season,20.0,50.0,1-300
325,Office,Office,Female,18-30,1.0,light,25.5,27.0,Transition Season,20.0,50.0,1-300
326,Office,Office,Female,18-30,1.0,light,25.2,27.0,Transition Season,20.0,50.0,1-300
327,Office,Office,Male,18-30,2.0,light,25.0,25.0,Transition Season,20.0,50.0,1-300
328,Office,Office,Female,18-30,1.0,light,25.4,26.0,Transition Season,20.0,50.0,1-300
329,Office,Office,Female,18-30,1.0,light,25.5,27.0,Transition Season,20.0,50.0,1-300
330,Office,Office,Female,18-30,1.0,light,25.5,27.0,Transition Season,20.0,50.0,1-300
331,Office,Office,Female,18-30,1.0,light,25.4,27.0,Transition Season,20.0,50.0,1-300
332,Office,Office,Male,18-30,2.0,light,25.3,27.0,Transition Season,20.0,50.0,1-300
333,Office,Office,Female,18-30,1.0,light,25.3,27.0,Transition Season,20.0,50.0,1-300
334,Office,Office,Male,18-30,2.0,light,25.2,27.0,Transition Season,20.0,50.0,1-300
335,Office,Office,Female,18-30,2.0,light,25.6,28.0,Transition Season,20.0,50.0,1-300
336,Office,Office,Male,18-30,2.0,medium,25.1,27.0,Transition Season,20.0,50.0,1-300
337,Office,Office,Male,18-30,2.0,light,25.5,28.0,Transition Season,20.0,50.0,1-300
338,Office,Office,Female,18-30,2.0,light,26.1,29.0,Transition Season,20.0,50.0,1-300
339,Office,Office,Male,18-30,2.0,medium,26.1,29.0,Transition Season,20.0,50.0,1-300
340,Office,Office,Male,18-30,1.0,medium,25.6,30.0,Transition Season,20.0,50.0,1-300
341,Office,Office,Male,18-30,2.0,light,25.8,30.0,Transition Season,20.0,50.0,1-300
342,Office,Office,Female,18-30,2.0,medium,26.2,28.0,Transition Season,20.0,50.0,1-300
343,Office,Office,Male,18-30,1.0,light,26.1,28.0,Transition Season,20.0,50.0,1-300
344,Office,Office,Male,18-30,2.0,light,26.3,28.0,Transition Season,20.0,50.0,1-300
345,Office,Office,Female,18-30,1.0,light,26.4,28.0,Transition Season,20.0,50.0,1-300
346,Office,Office,Male,18-30,2.0,light,22.8,36.0,Transition Season,20.0,50.0,1-300
347,Office,Office,Female,18-30,1.0,medium,23.0,36.0,Transition Season,20.0,50.0,1-300
348,Office,Office,Female,18-30,1.0,medium,23.2,36.0,Transition Season,20.0,50.0,1-300
349,Office,Office,Male,18-30,1.0,light,23.4,36.0,Transition Season,20.0,50.0,1-300
350,Office,Office,Female,18-30,2.0,light,25.2,25.0,Transition Season,20.0,50.0,300-700
351,Office,Office,Female,18-30,1.0,light,24.8,26.0,Transition Season,20.0,50.0,300-700
352,Office,Office,Female,18-30,1.0,light,24.8,26.0,Transition Season,20.0,50.0,300-700
353,Office,Office,Female,18-30,2.0,light,25.5,26.0,Transition Season,20.0,50.0,300-700
354,Office,Office,Female,18-30,1.0,light,25.6,26.0,Transition Season,20.0,50.0,300-700
355,Office,Office,Female,31-40,1.0,light,25.6,26.0,Transition Season,20.0,50.0,300-700
356,Office,Office,Male,18-30,1.0,light,25.5,26.0,Transition Season,20.0,50.0,300-700
357,Office,Office,Male,18-30,2.0,light,25.5,26.0,Transition Season,20.0,50.0,300-700
358,Office,Office,Male,18-30,1.0,light,25.3,26.0,Transition Season,20.0,50.0,300-700
359,Office,Office,Male,18-30,1.0,light,25.3,26.0,Transition Season,20.0,50.0,300-700
360,Office,Office,Male,18-30,1.0,light,26.0,26.0,Transition Season,20.0,50.0,300-700
361,Office,Office,Male,18-30,2.0,light,26.0,26.0,Transition Season,20.0,50.0,300-700
362,Office,Office,Female,18-30,2.0,light,26.0,25.0,Transition Season,20.0,50.0,300-700
363,Office,Office,Female,18-30,1.0,light,26.0,25.0,Transition Season,20.0,50.0,300-700
364,Office,Office,Female,18-30,1.0,light,25.2,21.0,Transition Season,20.0,50.0,300-700
365,Office,Office,Female,18-30,1.0,medium,25.2,21.0,Transition Season,20.0,50.0,300-700
366,Office,Office,Male,18-30,2.0,light,25.7,21.0,Transition Season,20.0,50.0,300-700
367,Office,Office,Male,18-30,2.0,light,25.7,21.0,Transition Season,20.0,50.0,300-700
368,Office,Office,Female,18-30,2.0,light,25.7,20.0,Transition Season,20.0,50.0,300-700
369,Office,Office,Female,18-30,1.0,light,25.8,21.0,Transition Season,20.0,50.0,300-700
370,Office,Office,Female,18-30,1.0,light,25.8,21.0,Transition Season,20.0,50.0,300-700
371,Office,Office,Female,18-30,1.0,medium,25.5,23.0,Transition Season,20.0,50.0,300-700
372,Office,Office,Male,18-30,1.0,light,25.6,23.0,Transition Season,20.0,50.0,300-700
373,Office,Office,Female,18-30,2.0,light,25.8,24.0,Transition Season,20.0,50.0,300-700
374,Office,Office,Female,18-30,2.0,light,26.1,26.0,Transition Season,20.0,50.0,300-700
375,Office,Office,Female,18-30,1.0,light,26.1,26.0,Transition Season,20.0,50.0,300-700
376,Office,Office,Male,18-30,1.0,light,24.5,30.0,Transition Season,20.0,50.0,1-300
377,Office,Office,Male,18-30,1.0,light,24.3,29.0,Transition Season,20.0,50.0,1-300
378,Office,Office,Female,18-30,2.0,medium,24.1,30.0,Transition Season,20.0,50.0,1-300
379,Office,Office,Female,18-30,1.0,light,24.4,33.0,Transition Season,20.0,50.0,1-300
380,Office,Office,Female,18-30,2.0,light,24.8,33.0,Transition Season,20.0,50.0,1-300
381,Office,Office,Male,18-30,1.0,light,24.9,28.0,Transition Season,20.0,50.0,1-300
382,Office,Office,Male,18-30,1.0,light,24.9,29.0,Transition Season,20.0,50.0,1-300
383,Office,Office,Female,18-30,1.0,light,24.4,28.0,Transition Season,20.0,50.0,300-700
384,Office,Office,Female,18-30,2.0,light,24.4,30.0,Transition Season,20.0,50.0,300-700
385,Office,Office,Female,18-30,1.0,light,24.8,30.0,Transition Season,20.0,50.0,300-700
386,Office,Office,Female,18-30,2.0,light,24.4,29.0,Transition Season,20.0,50.0,300-700
387,Office,Office,Female,18-30,1.0,light,24.3,27.0,Transition Season,20.0,50.0,300-700
388,Office,Office,Female,18-30,1.0,medium,24.6,27.0,Transition Season,20.0,50.0,300-700
389,Office,Office,Male,18-30,1.0,light,24.3,27.0,Transition Season,20.0,50.0,300-700
390,Office,Office,Female,18-30,2.0,light,24.6,27.0,Transition Season,20.0,50.0,300-700
391,Office,Office,Female,18-30,1.0,light,24.5,27.0,Transition Season,20.0,50.0,300-700
392,Office,Office,Female,18-30,3.0,light,25.0,29.0,Transition Season,20.0,50.0,300-700
393,Office,Office,Male,18-30,1.0,light,24.8,29.0,Transition Season,20.0,50.0,300-700
394,Office,Office,Female,18-30,1.0,medium,24.9,29.0,Transition Season,20.0,50.0,300-700
395,Office,Office,Female,18-30,1.0,light,24.4,26.0,Transition Season,20.0,50.0,300-700
396,Office,Office,Female,18-30,1.0,light,24.4,26.0,Transition Season,20.0,50.0,300-700
397,Office,Office,Female,18-30,1.0,light,24.6,26.0,Transition Season,20.0,50.0,300-700
398,Office,Office,Female,18-30,1.0,light,24.8,27.0,Transition Season,20.0,50.0,300-700
399,Office,Office,Female,18-30,2.0,light,25.1,26.0,Transition Season,20.0,50.0,300-700
400,Office,Office,Male,18-30,1.0,light,25.1,27.0,Transition Season,20.0,50.0,300-700
401,Office,Office,Male,18-30,2.0,light,26.4,45.0,Summer Season,20.0,50.0,1-300
402,Office,Office,Female,18-30,1.0,light,26.4,45.0,Summer Season,20.0,50.0,1-300
403,Office,Office,Female,18-30,2.0,light,25.5,44.0,Summer Season,20.0,50.0,1-300
404,Office,Office,Female,18-30,1.0,light,25.3,43.0,Summer Season,20.0,50.0,1-300
405,Office,Office,Female,18-30,1.0,light,25.6,43.0,Summer Season,20.0,50.0,1-300
406,Office,Office,Female,18-30,2.0,light,25.8,43.0,Summer Season,20.0,50.0,1-300
407,Office,Office,Male,18-30,1.0,light,25.4,43.0,Summer Season,20.0,50.0,1-300
408,Office,Office,Female,18-30,1.0,light,24.9,43.0,Summer Season,20.0,50.0,1-300
409,Office,Office,Female,18-30,1.0,light,27.5,45.0,Summer Season,20.0,50.0,1-300
410,Office,Office,Male,18-30,1.0,light,26.4,66.0,Summer Season,20.0,50.0,1-300
411,Office,Office,Female,18-30,2.0,light,26.6,65.0,Summer Season,20.0,50.0,1-300
412,Office,Office,Male,18-30,1.0,light,26.6,64.0,Summer Season,20.0,50.0,1-300
413,Office,Office,Male,18-30,2.0,light,29.7,70.0,Summer Season,20.0,50.0,1-300
414,Office,Office,Female,18-30,2.0,light,29.7,69.0,Summer Season,20.0,50.0,1-300
415,Office,Office,Male,18-30,1.0,light,29.7,69.0,Summer Season,20.0,50.0,1-300
416,Office,Office,Male,18-30,2.0,light,29.8,70.0,Summer Season,20.0,50.0,1-300
417,Office,Office,Male,18-30,2.0,light,29.9,69.0,Summer Season,20.0,50.0,1-300
418,Office,Office,Male,18-30,2.0,light,29.9,69.0,Summer Season,20.0,50.0,1-300
419,Office,Office,Male,18-30,2.0,light,29.5,70.0,Summer Season,20.0,50.0,1-300
420,Office,Office,Female,18-30,1.0,light,29.8,70.0,Summer Season,20.0,50.0,1-300
421,Office,Office,Female,18-30,2.0,light,29.9,69.0,Summer Season,20.0,50.0,1-300
422,Office,Office,Male,18-30,2.0,light,25.0,59.0,Summer Season,20.0,50.0,1-300
423,Office,Office,Male,18-30,1.0,light,25.4,59.0,Summer Season,20.0,50.0,1-300
424,Office,Office,Male,18-30,2.0,light,25.9,56.0,Summer Season,20.0,50.0,1-300
425,Office,Office,Male,18-30,1.0,light,26.9,61.0,Summer Season,20.0,50.0,1-300
426,Office,Office,Female,18-30,1.0,light,25.2,61.0,Summer Season,20.0,50.0,1-300
427,Office,Office,Female,18-30,2.0,light,25.0,58.0,Summer Season,20.0,50.0,1-300
428,Office,Office,Male,18-30,2.0,light,24.8,53.0,Summer Season,20.0,50.0,1-300
429,Office,Office,Female,18-30,1.0,light,24.0,53.0,Summer Season,20.0,50.0,1-300
430,Office,Office,Female,18-30,1.0,light,23.9,53.0,Summer Season,20.0,50.0,1-300
431,Office,Office,Female,18-30,1.0,light,23.9,56.0,Summer Season,20.0,50.0,1-300
432,Office,Office,Female,18-30,1.0,light,23.0,58.0,Summer Season,20.0,50.0,1-300
433,Office,Office,Female,18-30,2.0,light,24.7,67.0,Summer Season,20.0,50.0,1-300
434,Office,Office,Female,41-50,1.0,light,24.7,67.0,Summer Season,20.0,50.0,1-300
435,Office,Office,Male,31-40,1.0,light,24.9,66.0,Summer Season,20.0,50.0,1-300
436,Office,Office,Male,31-40,2.0,light,25.0,67.0,Summer Season,20.0,50.0,1-300
437,Office,Office,Female,31-40,1.0,light,24.7,70.0,Summer Season,20.0,50.0,1-300
438,Office,Office,Male,31-40,1.0,light,24.7,70.0,Summer Season,20.0,50.0,1-300
439,Office,Office,Male,31-40,1.0,light,24.7,69.0,Summer Season,20.0,50.0,1-300
440,Office,Office,Female,18-30,1.0,light,24.6,69.0,Summer Season,20.0,50.0,1-300
441,Office,Office,Female,18-30,1.0,light,24.7,70.0,Summer Season,20.0,50.0,1-300
442,Office,Office,Female,31-40,1.0,light,25.2,70.0,Summer Season,20.0,50.0,1-300
443,Office,Office,Male,31-40,1.0,light,25.4,70.0,Summer Season,20.0,50.0,1-300
444,Office,Office,Female,18-30,1.0,light,25.3,70.0,Summer Season,20.0,50.0,1-300
445,Office,Office,Male,31-40,1.0,light,25.3,70.0,Summer Season,20.0,50.0,1-300
446,Office,Office,Female,18-30,1.0,light,25.1,70.0,Summer Season,20.0,50.0,1-300
447,Office,Office,Female,41-50,1.0,light,25.2,70.0,Summer Season,20.0,50.0,1-300
448,Office,Office,Male,31-40,1.0,light,25.3,70.0,Summer Season,20.0,50.0,1-300
449,Office,Office,Female,18-30,1.0,light,25.3,70.0,Summer Season,20.0,50.0,1-300
450,Office,Office,Female,18-30,2.0,light,25.1,70.0,Summer Season,20.0,50.0,1-300
451,Office,Office,Female,31-40,1.0,light,25.0,69.0,Summer Season,20.0,50.0,1-300
452,Office,Office,Male,31-40,1.0,light,25.6,67.0,Summer Season,20.0,50.0,1-300
453,Office,Office,Female,31-40,2.0,light,25.9,65.0,Summer Season,20.0,50.0,1-300
454,Office,Office,Male,51-60,1.0,light,26.0,64.0,Summer Season,20.0,50.0,1-300
455,Office,Office,Female,31-40,1.0,light,25.2,64.0,Summer Season,20.0,50.0,1-300
456,Office,Office,Male,31-40,1.0,light,24.8,66.0,Summer Season,20.0,50.0,1-300
457,Office,Office,Female,18-30,2.0,light,24.8,68.0,Summer Season,20.0,50.0,1-300
458,Office,Office,Female,18-30,1.0,light,24.9,67.0,Summer Season,20.0,50.0,1-300
459,Office,Office,Male,18-30,2.0,light,25.2,58.0,Summer Season,20.0,50.0,1-300
460,Office,Office,Female,18-30,1.0,light,24.3,57.0,Summer Season,20.0,50.0,1-300
461,Office,Office,Male,31-40,1.0,light,23.9,59.0,Summer Season,20.0,50.0,1-300
462,Office,Office,Male,31-40,1.0,light,26.8,63.0,Summer Season,20.0,50.0,1-300
463,Office,Office,Female,18-30,1.0,light,27.3,63.0,Summer Season,20.0,50.0,1-300
464,Office,Office,Male,31-40,1.0,light,26.3,61.0,Summer Season,20.0,50.0,1-300
465,Office,Office,Male,31-40,1.0,light,26.9,61.0,Summer Season,20.0,50.0,1-300
466,Office,Office,Male,31-40,1.0,light,27.8,61.0,Summer Season,20.0,50.0,1-300
467,Office,Office,Female,31-40,1.0,light,28.3,62.0,Summer Season,20.0,50.0,1-300
468,Office,Office,Female,31-40,1.0,light,28.1,62.0,Summer Season,20.0,50.0,1-300
469,Office,Office,Female,18-30,2.0,light,28.2,62.0,Summer Season,20.0,50.0,1-300
470,Office,Office,Female,18-30,2.0,light,28.4,61.0,Summer Season,20.0,50.0,1-300
471,Office,Office,Male,31-40,1.0,light,27.0,65.0,Summer Season,20.0,50.0,1-300
472,Office,Office,Female,18-30,1.0,light,27.4,66.0,Summer Season,20.0,50.0,1-300
473,Office,Office,Male,18-30,2.0,light,27.0,66.0,Summer Season,20.0,50.0,1-300
474,Office,Office,Female,18-30,1.0,light,26.4,62.0,Summer Season,20.0,50.0,1-300
475,Office,Office,Female,18-30,1.0,light,26.9,64.0,Summer Season,20.0,50.0,1-300
476,Office,Office,Female,18-30,1.0,light,27.3,63.0,Summer Season,20.0,50.0,1-300
477,Office,Office,Male,18-30,1.0,light,27.6,63.0,Summer Season,20.0,50.0,1-300
478,Office,Office,Female,31-40,1.0,light,26.5,62.0,Summer Season,20.0,50.0,1-300
479,Office,Office,Male,31-40,1.0,light,27.7,65.0,Summer Season,20.0,50.0,1-300
480,Office,Office,Male,31-40,1.0,light,27.4,65.0,Summer Season,20.0,50.0,1-300
481,Office,Office,Male,31-40,2.0,light,26.6,68.0,Summer Season,20.0,50.0,700+
482,Office,Office,Male,31-40,3.0,light,26.5,67.0,Summer Season,20.0,50.0,700+
483,Office,Office,Male,31-40,1.0,light,26.8,67.0,Summer Season,20.0,50.0,700+
484,Office,Office,Female,18-30,2.0,light,26.9,67.0,Summer Season,20.0,50.0,700+
485,Office,Office,Female,41-50,1.0,light,26.8,67.0,Summer Season,20.0,50.0,700+
486,Office,Office,Female,31-40,2.0,light,26.8,66.0,Summer Season,20.0,50.0,700+
487,Office,Office,Female,18-30,1.0,medium,26.9,67.0,Summer Season,20.0,50.0,700+
488,Office,Office,Male,18-30,2.0,light,27.0,67.0,Summer Season,20.0,50.0,700+
489,Office,Office,Male,18-30,1.0,light,27.0,67.0,Summer Season,20.0,50.0,700+
490,Office,Office,Male,18-30,1.0,light,26.8,66.0,Summer Season,20.0,50.0,700+
491,Office,Office,Male,18-30,1.0,light,26.8,66.0,Summer Season,20.0,50.0,700+
492,Office,Office,Female,18-30,3.0,light,26.9,66.0,Summer Season,20.0,50.0,700+
493,Office,Office,Female,31-40,2.0,light,26.9,66.0,Summer Season,20.0,50.0,700+
494,Office,Office,Male,31-40,1.0,light,27.1,66.0,Summer Season,20.0,50.0,700+
495,Office,Office,Male,18-30,2.0,light,27.1,66.0,Summer Season,20.0,50.0,700+
496,Office,Office,Male,18-30,2.0,light,27.1,66.0,Summer Season,20.0,50.0,700+
497,Office,Office,Male,18-30,1.0,light,26.9,66.0,Summer Season,20.0,50.0,700+
498,Office,Office,Male,18-30,1.0,light,26.9,66.0,Summer Season,20.0,50.0,700+
499,Office,Office,Female,18-30,2.0,light,27.2,66.0,Summer Season,20.0,50.0,700+
500,Office,Office,Male,31-40,1.0,light,27.1,66.0,Summer Season,20.0,50.0,700+
501,Office,Office,Male,18-30,2.0,light,27.9,68.0,Summer Season,20.0,50.0,700+
502,Office,Office,Female,31-40,2.0,light,27.9,68.0,Summer Season,20.0,50.0,700+
503,Office,Office,Female,18-30,2.0,light,27.0,69.0,Summer Season,20.0,50.0,700+
504,Office,Office,Male,31-40,2.0,light,27.0,69.0,Summer Season,20.0,50.0,700+
505,Office,Office,Male,31-40,2.0,light,27.0,69.0,Summer Season,20.0,50.0,700+
506,Office,Office,Male,18-30,3.0,light,27.9,68.0,Summer Season,20.0,50.0,700+
507,Office,Office,Male,18-30,1.0,light,27.9,68.0,Summer Season,20.0,50.0,700+
508,Office,Office,Male,18-30,2.0,light,27.1,68.0,Summer Season,20.0,50.0,700+
509,Office,Office,Male,18-30,2.0,light,27.1,66.0,Summer Season,20.0,50.0,700+
510,Office,Office,Male,18-30,2.0,light,26.9,68.0,Summer Season,20.0,50.0,700+
511,Office,Office,Female,18-30,1.0,light,26.9,68.0,Summer Season,20.0,50.0,700+
512,Office,Office,Male,31-40,2.0,light,27.0,69.0,Summer Season,20.0,50.0,700+
513,Office,Office,Male,18-30,1.0,light,27.0,69.0,Summer Season,20.0,50.0,700+
514,Office,Office,Male,18-30,2.0,light,27.0,68.0,Summer Season,20.0,50.0,700+
515,Office,Office,Female,18-30,2.0,light,26.9,70.0,Summer Season,20.0,50.0,700+
516,Office,Office,Female,18-30,2.0,light,26.9,70.0,Summer Season,20.0,50.0,700+
517,Office,Office,Male,18-30,1.0,light,26.9,70.0,Summer Season,20.0,50.0,700+
518,Office,Office,Male,18-30,2.0,light,27.1,70.0,Summer Season,20.0,50.0,700+
519,Office,Office,Female,31-40,2.0,light,27.1,70.0,Summer Season,20.0,50.0,700+
520,Office,Office,Male,31-40,2.0,light,27.9,69.0,Summer Season,20.0,50.0,700+
521,Office,Office,Male,18-30,1.0,light,26.7,70.0,Summer Season,20.0,50.0,700+
522,Office,Office,Male,18-30,1.0,light,26.7,70.0,Summer Season,20.0,50.0,700+
523,Office,Office,Female,18-30,1.0,light,26.9,70.0,Summer Season,20.0,50.0,700+
524,Office,Office,Male,18-30,1.0,light,26.9,70.0,Summer Season,20.0,50.0,700+
525,Office,Office,Male,18-30,2.0,light,27.2,70.0,Summer Season,20.0,50.0,700+
526,Office,Office,Male,31-40,3.0,light,27.1,69.0,Summer Season,20.0,50.0,700+
527,Office,Office,Female,18-30,2.0,light,26.9,69.0,Summer Season,20.0,50.0,700+
528,Office,Office,Female,18-30,1.0,light,25.5,68.0,Summer Season,20.0,50.0,1-300
529,Office,Office,Female,18-30,1.0,light,24.2,68.0,Summer Season,20.0,50.0,1-300
530,Office,Office,Male,31-40,1.0,light,23.2,68.0,Summer Season,20.0,50.0,1-300
531,Office,Office,Female,18-30,1.0,light,24.3,66.0,Summer Season,20.0,50.0,1-300
532,Office,Office,Male,31-40,1.0,light,25.5,63.0,Summer Season,20.0,50.0,1-300
533,Office,Office,Female,18-30,2.0,light,26.4,66.0,Summer Season,20.0,50.0,1-300
534,Office,Office,Male,31-40,2.0,light,25.2,63.0,Summer Season,20.0,50.0,1-300
535,Office,Office,Female,31-40,1.0,light,25.2,63.0,Summer Season,20.0,50.0,1-300
536,Office,Office,Female,18-30,2.0,light,25.4,67.0,Summer Season,20.0,50.0,1-300
537,Office,Office,Female,18-30,3.0,light,25.2,67.0,Summer Season,20.0,50.0,1-300
538,Office,Office,Male,41-50,1.0,light,25.4,66.0,Summer Season,20.0,50.0,1-300
539,Office,Office,Male,31-40,1.0,light,26.0,66.0,Summer Season,20.0,50.0,1-300
540,Office,Office,Male,51-60,1.0,light,25.6,67.0,Summer Season,20.0,50.0,1-300
541,Office,Office,Male,31-40,1.0,light,22.7,70.0,Summer Season,20.0,50.0,1-300
542,Office,Office,Female,18-30,2.0,light,26.0,64.0,Summer Season,20.0,50.0,1-300
543,Office,Office,Male,31-40,2.0,medium,26.7,62.0,Summer Season,20.0,50.0,1-300
544,Office,Office,Female,41-50,1.0,light,26.5,54.0,Summer Season,20.0,50.0,1-300
545,Office,Office,Male,18-30,4.0,light,26.0,68.0,Summer Season,20.0,50.0,700+
546,Office,Office,Female,18-30,1.0,light,26.1,68.0,Summer Season,20.0,50.0,700+
